participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P02988,Дана,Алиев,F,г. Астана, Заречный район ,Школа №4,kk,full,56.4,False
P02989,Данияр,Кадыров,M,Атырауская область,Западный район,Школа №5,kk,full,38.0,False
P02990,Кирилл,Попов,M,Павлодарская область,Восточный район,Школа №4,ru,single,85.2,True
P02991,Андрей,Лебедев,M,Костанайская область,Северный район,Школа №1,ru,single,71.7,True
P02992,Данияр,Сатпаев,M,г. Алматы,Центральный район,Школа №2,kk,full,64.0,False
P02993,Камила,Сатпаев,F,г. Шымкент,Северный район,Школа №4,kk,full,56.1,False
P02994,Максим,Смирнов,M,Костанайская область,Сельский район,Школа №1,ru,full,51.8,False
P02995,Аружан,Жумабеков,F,Восточно-Казахстанская область,Северный район,Школа №1,kk,single,34.7,False
P02996,Арман,Жумабеков,M,Алматинская область,Заречный район,Школа №2,kk,single,50.2,False
P02997,Темирлан,Кадыров,M,Костанайская область,Восточный район,Школа №5,kk,single,52.9,False
P02998,Никита,Лебедев,M,Абайская область,Северный район,Школа №3,ru,full,36.4,False
P02999,Владислав,Смирнов,M,г. Шымкент,Сельский район,Школа №5,ru,full,60.0,False
P03000,Алихан,Кадыров,M,г. Алматы,Сельский район,Школа №4,kk,full,52.7,False
P03001,Артём,Волков,M,Павлодарская область,Восточный район,Школа №5,ru,full,26.4,False
P03002,Данияр,Алиев,M,г. Шымкент,Северный район,Школа №1,kk,full,42.1,False
P03003,Аян,Сериков,M,Кызылординская область,Заречный район,Школа №2,kk,single,42.8,False
P03004,Адильхан,Нурланов,M,Жетысуская область,Северный район,Школа №1,kk,single,77.3,True
P03005,Аян,Тулегенов,M,Акмолинская область,Южный район,Школа №3,kk,full,63.3,False
P03006,Тимур,Темирбеков,M,Алматинская область,Западный район,Школа №2,kk,full,35.0,False
P03007,Наргиз,Сериков,F,г. Шымкент, Центральный район ,Школа №1,kk,full,62.3,False
P03008,Алтынай,Нурланов,F,Атырауская область,Северный район,Школа №4,kk,single,25.8,False
P03009,Анна,Морозова,F,Кызылординская область,Южный район,Школа №3,ru,full,71.2,True
P03010,Артём,Кузнецов,M,Абайская область,Южный район,Школа №3,ru,single,41.9,False
P03011,Гульнара,Сериков,F,Мангистауская область,Заречный район,Школа №4,kk,single,47.6,False
P03012,Динара,Нурланов,F,Карагандинская область,Восточный район,Школа №2,kk,full,74.9,True
P03013,Дария,Кадыров,F,Жамбылская область,Заречный район,Школа №1,kk,single,29.7,False
P03014,Мария,Лебедева,F,Павлодарская область,Южный район,Школа №2,ru,full,34.0,False
P03015,Анна,Смирнова,F,Абайская область,Сельский район,Школа №5,ru,full,46.2,False
P03016,Сауле,Темирбеков,F,Павлодарская область,Заречный район,Школа №5,kk,full,70.6,True
P03017,Алмат,Нурланов,M,Туркестанская область,Заречный район,Школа №4,kk,full,32.2,False
P03018,Малика,Бекенов,F,Костанайская область,Северный район,Школа №2,kk,full,12.5,False
